name,vacancy_rate,rental_stock,population,rental_pop,region,state
Wamuran,0.09,1,3199.0,11.93,Moreton Bay,Queensland
Kilcoy,0.59,5,1897.0,32.8,Somerset,Queensland
Woodford,0.73,9,3462.0,17.58,Moreton Bay,Queensland
D'Aguilar,0.39,3,1211.0,16.78,Moreton Bay,Queensland
Deception Bay,1.17,96,19849.0,35.95,Moreton Bay,Queensland
Narangba,0.81,65,18576.0,22.46,Moreton Bay,Queensland
Upper Caboolture,0.84,17,4213.0,25.52,Moreton Bay,Queensland
Margate,0.72,29,7405.0,38.2,Moreton Bay,Queensland
Woody Point,0.88,24,4424.0,38.01,Moreton Bay,Queensland
Redcliffe,0.82,50,10378.0,39.44,Moreton Bay,Queensland
Rothwell,0.65,22,7162.0,39.16,Moreton Bay,Queensland
Kippa-Ring,0.69,29,9790.0,32.11,Moreton Bay,Queensland
Moreton Island,4.71,4,242.0,9.21,Brisbane,Queensland
Scarborough,0.83,79,15470.0,32.8,Stirling,Western Australia
Albany Creek,0.4,27,15769.0,16.1,Moreton Bay,Queensland
Cashmere,0.13,2,4915.0,6.85,Moreton Bay,Queensland
Dayboro,,0,2116.0,10.92,Moreton Bay,Queensland
Eatons Hill,0.23,6,7974.0,12.19,Moreton Bay,Queensland
Samford Valley,0.09,1,3072.0,4.17,Moreton Bay,Queensland
Murrumba Downs,0.64,30,10679.0,29.67,Moreton Bay,Queensland
Griffin,1.29,73,6838.0,50.28,Moreton Bay,Queensland
Dakabin,0.88,20,3540.0,40.3,Moreton Bay,Queensland
Kallangur,0.95,89,20402.0,35.3,Moreton Bay,Queensland
Mango Hill,1.27,76,8442.0,40.56,Moreton Bay,Queensland
North Lakes,0.93,82,21668.0,38.58,Moreton Bay,Queensland
Bray Park,0.53,21,10250.0,25.66,Moreton Bay,Queensland
Lawnton,0.73,23,5659.0,33.88,Moreton Bay,Queensland
Petrie,0.79,28,8679.0,23.67,Moreton Bay,Queensland
Strathpine,0.9,40,9506.0,23.41,Moreton Bay,Queensland
Brendale,0.76,12,2759.0,48.71,Moreton Bay,Queensland
Aurukun,,0,1271.0,70.98,Aurukun,Queensland
Kowanyama,,0,947.0,84.59,Kowanyama,Queensland
Pormpuraaw,,0,747.0,75.18,Pormpuraaw,Queensland
Tablelands,,0,210.0,15.09,Barkly,Northern Territory
Carpentaria,,0,,,Carpentaria,Queensland
Mount Isa,6.48,7,116.0,49.3,Mount Isa,Queensland
Barcaldine,0.53,5,1421.0,23.05,Barcaldine,Queensland
Blackall,1.03,9,1414.0,22.28,Blackall-Tambo,Queensland
Charleville,,0,3337.0,26.06,Murweh,Queensland
Longreach,0.41,9,2967.0,30.11,Longreach,Queensland
Buderim,0.49,69,29356.0,23.7,Sunshine Coast,Queensland
Mountain Creek,0.53,24,11258.0,35.64,Sunshine Coast,Queensland
Sippy Downs,0.6,28,10293.0,38.12,Sunshine Coast,Queensland
Aroona,0.23,3,3283.0,15.65,Sunshine Coast,Queensland
Currimundi,0.63,18,6780.0,26.27,Sunshine Coast,Queensland
Buddina,1.0,21,3886.0,28.98,Sunshine Coast,Queensland
Minyama,0.22,3,2540.0,17.01,Sunshine Coast,Queensland
Caloundra,0.46,13,3915.0,31.96,Sunshine Coast,Queensland
Kings Beach,1.58,40,2785.0,32.1,Sunshine Coast,Queensland
Golden Beach,0.55,19,5571.0,27.22,Sunshine Coast,Queensland
Pelican Waters,0.47,18,6282.0,13.45,Sunshine Coast,Queensland
Moffat Beach,0.43,6,2551.0,26.32,Sunshine Coast,Queensland
Battery Hill,0.59,7,2535.0,29.67,Sunshine Coast,Queensland
Parrearra,0.34,8,4462.0,30.21,Sunshine Coast,Queensland
Warana,0.89,15,3687.0,30.84,Sunshine Coast,Queensland
Wurtulla,0.56,15,5909.0,26.23,Sunshine Coast,Queensland
Birtinya,1.91,40,1931.0,63.96,Sunshine Coast,Queensland
Caloundra West,0.76,23,6292.0,29.72,Sunshine Coast,Queensland
Meridan Plains,0.61,13,3674.0,38.3,Sunshine Coast,Queensland
Coolum Beach,0.74,39,8503.0,26.52,Sunshine Coast,Queensland
Marcoola,1.18,23,3176.0,38.59,Sunshine Coast,Queensland
Mudjimba,0.94,12,2545.0,28.93,Sunshine Coast,Queensland
Maroochydore,1.12,147,16796.0,36.61,Sunshine Coast,Queensland
Kuluin,0.16,2,2365.0,23.46,Sunshine Coast,Queensland
Mooloolaba,0.68,34,7730.0,31.28,Sunshine Coast,Queensland
Alexandra Headland,0.97,24,3955.0,31.39,Sunshine Coast,Queensland
Noosa Heads,0.98,32,4485.0,18.58,Noosa,Queensland
Noosaville,0.86,46,8129.0,23.06,Noosa,Queensland
Sunshine Beach,1.36,24,2461.0,22.74,Noosa,Queensland
Tewantin,0.4,23,10920.0,26.37,Noosa,Queensland
Peregian Beach,1.12,28,3792.0,22.78,Noosa,Queensland
Marcus Beach,0.51,2,752.0,18.5,Noosa,Queensland
Peregian Springs,0.54,21,7063.0,31.88,Sunshine Coast,Queensland
Beerwah,0.34,11,6769.0,28.29,Sunshine Coast,Queensland
Glass House Mountains,0.25,6,5067.0,16.01,Sunshine Coast,Queensland
Landsborough,0.28,6,3808.0,22.29,Sunshine Coast,Queensland
Palmwoods,0.49,16,5673.0,20.2,Sunshine Coast,Queensland
Bli Bli,0.14,6,7799.0,18.29,Sunshine Coast,Queensland
Diddillibah,0.48,4,1404.0,15.3,Sunshine Coast,Queensland
Rosemount,0.13,1,1588.0,13.27,Sunshine Coast,Queensland
Eumundi,0.7,7,2219.0,14.49,Sunshine Coast,Queensland
Yandina,0.21,3,2372.0,24.58,Sunshine Coast,Queensland
Nambour,0.52,31,11185.0,36.49,Sunshine Coast,Queensland
Cambooya,0.84,9,1586.0,19.97,Toowoomba,Queensland
Wyreema,0.65,6,1829.0,24.14,Toowoomba,Queensland
Darling Heights,1.0,20,5189.0,39.53,Toowoomba,Queensland
Drayton,0.45,4,1710.0,31.48,Toowoomba,Queensland
Harristown,0.57,26,8557.0,35.34,Toowoomba,Queensland
Gatton,1.18,38,7102.0,36.16,Lockyer Valley,Queensland
Highfields,0.27,11,8131.0,15.2,Toowoomba,Queensland
Middle Ridge,0.7,21,7139.0,18.03,Toowoomba,Queensland
North Toowoomba,1.15,19,2947.0,34.89,Toowoomba,Queensland
Harlaxton,0.84,11,2545.0,38.02,Toowoomba,Queensland
Rangeville,0.88,34,8311.0,23.48,Toowoomba,Queensland
Toowoomba,,0,2086.0,45.37,Toowoomba,Queensland
Wilsonton,0.83,26,5960.0,33.33,Toowoomba,Queensland
Ayr,0.11,5,8740.0,27.02,Burdekin,Queensland
Charters Towers,,0,2135.0,29.48,Charters Towers,Queensland
Ingham,0.33,8,4430.0,23.72,Hinchinbrook,Queensland
Palm Island,,0,2458.0,86.14,Palm Island,Queensland
Aitkenvale,1.29,32,4790.0,38.19,Townsville,Queensland
Belgian Gardens,1.17,14,2074.0,33.51,Townsville,Queensland
Pallarenda,0.54,2,796.0,24.62,Townsville,Queensland
Bohle Plains,1.16,23,3204.0,48.84,Townsville,Queensland
Condon,0.89,23,5783.0,32.88,Townsville,Queensland
Rasmussen,1.34,26,4459.0,37.95,Townsville,Queensland
Cranbrook,1.0,26,5915.0,27.2,Townsville,Queensland
Douglas,,0,69.0,,West Wimmera,Victoria
Garbutt,1.05,14,2394.0,45.94,Townsville,Queensland
Gulliver,0.8,11,2831.0,29.49,Townsville,Queensland
Currajong,0.82,11,2553.0,29.3,Townsville,Queensland
Vincent,1.4,14,2354.0,38.48,Townsville,Queensland
Heatley,0.65,12,4030.0,32.25,Townsville,Queensland
Hermit Park,1.18,22,3413.0,40.38,Townsville,Queensland
Rosslea,1.61,18,1737.0,47.28,Townsville,Queensland
Hyde Park,0.57,5,1661.0,22.75,Unley,South Australia
Pimlico,0.95,14,2464.0,45.69,Townsville,Queensland
Kelso,0.89,37,10533.0,29.16,Townsville,Queensland
Kirwan,1.12,96,21423.0,32.44,Townsville,Queensland
Mount Louisa,1.22,44,8825.0,31.97,Townsville,Queensland
Mundingburra,0.66,11,3626.0,31.53,Townsville,Queensland
Oonoonba,1.32,16,1670.0,33.67,Townsville,Queensland
South Townsville,1.54,21,2354.0,41.91,Townsville,Queensland
Railway Estate,1.63,25,2853.0,32.36,Townsville,Queensland
Townsville,,0,2908.0,41.88,Townsville,Queensland
Townsville City,2.64,52,2908.0,41.88,Townsville,Queensland
North Ward,2.49,80,5066.0,44.98,Townsville,Queensland
Wulguru,0.64,13,4568.0,27.47,Townsville,Queensland
Roseneath,,0,156.0,9.59,Townsville,Queensland
Burdell,2.04,62,5811.0,44.58,Townsville,Queensland
Mount Low,1.76,36,4650.0,34.8,Townsville,Queensland
Deeragun,1.3,23,4252.0,33.49,Townsville,Queensland
Jensen,0.12,1,1478.0,10.4,Townsville,Queensland
Kepnock,0.82,16,4437.0,31.63,Bundaberg,Queensland
Bargara,0.84,43,7479.0,25.45,Bundaberg,Queensland
Burnett Heads,0.46,7,2648.0,21.4,Bundaberg,Queensland
Branyan,0.39,7,4135.0,15.92,Bundaberg,Queensland
Kensington,2.48,146,14997.0,50.41,Randwick,New South Wales
Bundaberg,,0,313.0,22.22,Bundaberg,Queensland
Bundaberg East,0.74,10,2785.0,32.42,Bundaberg,Queensland
Kalkie,0.58,7,2690.0,22.5,Bundaberg,Queensland
Bundaberg North,0.19,5,5452.0,27.32,Bundaberg,Queensland
Gooburrum,0.15,1,1439.0,9.81,Bundaberg,Queensland
Millbank,0.48,6,2516.0,34.35,Bundaberg,Queensland
Svensson Heights,0.94,15,3202.0,32.1,Bundaberg,Queensland
Norville,0.82,10,2403.0,26.64,Bundaberg,Queensland
Walkervale,0.6,8,2982.0,28.32,Bundaberg,Queensland
Avenell Heights,0.48,11,4873.0,31.49,Bundaberg,Queensland
Gayndah,0.09,1,1983.0,28.72,North Burnett,Queensland
Mundubbera,0.15,1,1260.0,35.02,North Burnett,Queensland
Gin Gin,0.49,3,1054.0,28.7,Bundaberg,Queensland
Kingaroy,0.79,38,10025.0,34.71,South Burnett,Queensland
Monto,0.42,3,1195.0,21.57,North Burnett,Queensland
Eidsvold,0.25,1,573.0,27.09,North Burnett,Queensland
Nanango,0.42,8,3597.0,29.06,South Burnett,Queensland
Cooloola,,0,3.0,,Gympie,Queensland
Gympie,0.63,35,10803.0,36.14,Gympie,Queensland
Kilkivan,,0,713.0,15.33,Gympie,Queensland
Booral,0.29,2,1540.0,14.92,Fraser Coast,Queensland
River Heads,1.01,8,1540.0,17.84,Fraser Coast,Queensland
Craignish,0.39,3,1829.0,13.71,Fraser Coast,Queensland
Dundowran Beach,0.22,2,2083.0,9.88,Fraser Coast,Queensland
Pialba,0.8,20,3678.0,35.4,Fraser Coast,Queensland
Eli Waters,0.71,17,3309.0,26.63,Fraser Coast,Queensland
Point Vernon,0.49,14,5702.0,25.06,Fraser Coast,Queensland
Scarness,0.84,20,3517.0,35.33,Fraser Coast,Queensland
Kawungan,0.56,15,4819.0,24.59,Fraser Coast,Queensland
Urangan,0.62,43,9765.0,28.45,Fraser Coast,Queensland
Wondunna,0.68,9,2672.0,18.24,Fraser Coast,Queensland
Fraser,0.13,1,2031.0,10.59,ACT,Australian Capital Territory
Tinana,0.26,7,5475.0,17.93,Fraser Coast,Queensland
Adelaide,1.87,219,15109.0,49.54,Adelaide,South Australia
North Adelaide,1.43,57,6954.0,38.3,Adelaide,South Australia
Aldgate,0.07,1,3355.0,6.26,Adelaide Hills,South Australia
Stirling,0.48,19,9673.0,14.03,Stirling,Western Australia
Hahndorf,0.17,2,2671.0,14.42,Mount Barker,South Australia
Echunga,0.21,1,1115.0,12.3,Mount Barker,South Australia
Lobethal,0.26,3,2524.0,17.65,Adelaide Hills,South Australia
Woodside,0.59,8,2610.0,20.8,Adelaide Hills,South Australia
Mount Barker,0.67,66,13843.0,32.15,Mount Barker,South Australia
Nairne,0.39,9,5043.0,21.72,Mount Barker,South Australia
Uraidla,0.78,2,577.0,16.32,Adelaide Hills,South Australia
Summertown,,0,681.0,7.94,Adelaide Hills,South Australia
Wattle Park,0.13,1,1813.0,10.32,Burnside,South Australia
Beaumont,0.45,5,2583.0,9.06,Burnside,South Australia
Glen Osmond,0.39,3,1992.0,10.22,Burnside,South Australia
Toorak Gardens,0.51,6,2620.0,22.76,Burnside,South Australia
Athelstone,0.4,16,9154.0,11.74,Campbelltown,South Australia
Paradise,0.58,20,6778.0,25.05,Campbelltown,South Australia
Newton,0.62,15,4793.0,24.28,Campbelltown,South Australia
Rostrevor,0.35,13,7745.0,17.82,Campbelltown,South Australia
Magill,0.88,41,8857.0,27.64,Campbelltown,South Australia
Payneham,0.81,11,2289.0,37.89,Norwood Payneham St Peters,South Australia
Felixstow,0.64,9,2317.0,29.71,Norwood Payneham St Peters,South Australia
Marden,1.31,20,2308.0,36.59,Norwood Payneham St Peters,South Australia
Nailsworth,0.21,2,2148.0,31.46,Prospect,South Australia
Broadview,0.95,21,4126.0,32.22,Port Adelaide Enfield,South Australia
Walkerville,0.57,8,2693.0,30.17,Walkerville,South Australia
Goodwood,0.53,8,2984.0,32.01,Unley,South Australia
Millswood,0.23,2,2140.0,13.63,Unley,South Australia
Unley,1.19,25,4012.0,31.92,Unley,South Australia
Parkside,0.88,22,4784.0,32.37,Unley,South Australia
Gawler,1.12,5,648.0,33.86,Gawler,South Australia
Lewiston,0.07,1,3082.0,6.57,Mallala,South Australia
Two Wells,0.26,5,2550.0,13.1,Mallala,South Australia
Craigmore,0.3,12,10890.0,20.78,Playford,South Australia
Blakeview,0.9,33,7229.0,30.58,Playford,South Australia
Davoren Park,1.05,34,6494.0,41.75,Playford,South Australia
Elizabeth,0.55,3,1028.0,43.66,Playford,South Australia
Elizabeth East,0.86,18,4441.0,39.14,Playford,South Australia
Munno Para West,1.34,44,5903.0,40.53,Playford,South Australia
Angle Vale,0.71,23,2926.0,7.17,Playford,South Australia
One Tree Hill,0.25,1,1095.0,6.74,Playford,South Australia
Elizabeth North,0.5,9,3467.0,46.14,Playford,South Australia
Waterloo Corner,0.64,4,1222.0,10.56,Playford,South Australia
Blair Athol,0.45,11,4634.0,38.54,Port Adelaide Enfield,South Australia
Windsor Gardens,0.26,7,5269.0,30.19,Port Adelaide Enfield,South Australia
Northfield,0.36,7,4635.0,38.33,Port Adelaide Enfield,South Australia
Valley View,0.5,14,6106.0,16.83,Salisbury,South Australia
Gilles Plains,0.67,12,3577.0,37.96,Port Adelaide Enfield,South Australia
Dry Creek,0.73,1,234.0,31.91,Salisbury,South Australia
Ingle Farm,0.4,18,8822.0,22.51,Salisbury,South Australia
Para Hills,0.37,11,6555.0,17.76,Salisbury,South Australia
Parafield,,0,,,Salisbury,South Australia
Parafield Gardens,0.27,19,16952.0,26.19,Salisbury,South Australia
Paralowie,0.51,33,16530.0,22.87,Salisbury,South Australia
Salisbury East,0.56,23,8973.0,23.48,Salisbury,South Australia
Salisbury North,0.63,28,9884.0,34.3,Salisbury,South Australia
Mawson Lakes,1.2,67,13298.0,37.02,Salisbury,South Australia
Globe Derby Park,0.65,1,348.0,17.42,Salisbury,South Australia
Pooraka,0.51,17,7229.0,26.13,Salisbury,South Australia
Cavan,,0,52.0,28.57,Yass Valley,New South Wales
Golden Grove,0.16,7,10232.0,22.45,Tea Tree Gully,South Australia
Greenwith,0.13,5,8987.0,21.27,Tea Tree Gully,South Australia
Highbury,0.35,10,6585.0,11.12,Tea Tree Gully,South Australia
Dernancourt,0.4,7,3853.0,14.43,Tea Tree Gully,South Australia
Hope Valley,0.43,17,7886.0,28.07,Tea Tree Gully,South Australia
Modbury,0.58,16,5243.0,29.41,Tea Tree Gully,South Australia
Modbury Heights,0.34,10,6701.0,15.3,Tea Tree Gully,South Australia
Redwood Park,0.27,6,5421.0,10.49,Tea Tree Gully,South Australia
St Agnes,0.57,11,4141.0,15.8,Tea Tree Gully,South Australia
Ridgehaven,0.58,12,4008.0,23.37,Tea Tree Gully,South Australia
Edwardstown,0.45,11,4333.0,39.64,Marion,South Australia
Hallett Cove,0.34,17,12300.0,13.91,Marion,South Australia
Marino,0.52,5,2183.0,13.42,Marion,South Australia
Seaview Downs,0.45,5,2678.0,10.27,Marion,South Australia
Mitchell Park,0.71,21,5465.0,44.67,Marion,South Australia
Morphettville,0.37,7,3210.0,36.74,Marion,South Australia
Sheidow Park,0.2,5,6674.0,11.86,Marion,South Australia
Trott Park,0.41,5,3109.0,13.42,Marion,South Australia
Warradale,0.43,12,5242.0,22.52,Marion,South Australia
Belair,0.11,2,4407.0,12.41,Mitcham,South Australia
Bellevue Heights,0.27,3,2621.0,14.8,Mitcham,South Australia
Blackwood,0.25,5,4175.0,14.95,Mitcham,South Australia
Colonel Light Gardens,0.08,1,3350.0,11.42,Mitcham,South Australia
Panorama,0.66,7,2308.0,14.12,Mitcham,South Australia
Aberfoyle Park,0.25,11,11045.0,16.85,Onkaparinga,South Australia
Aldinga,0.24,1,567.0,15.36,Onkaparinga,South Australia
Christie Downs,0.44,12,5286.0,39.62,Onkaparinga,South Australia
Christies Beach,0.55,17,5446.0,36.5,Onkaparinga,South Australia
Coromandel Valley,0.25,4,4206.0,7.13,Onkaparinga,South Australia
Flagstaff Hill,0.27,11,9951.0,10.0,Onkaparinga,South Australia
Hackham,0.11,2,4009.0,22.16,Onkaparinga,South Australia
Onkaparinga Hills,0.3,3,2527.0,3.56,Onkaparinga,South Australia
Hackham West,0.4,7,3547.0,37.63,Onkaparinga,South Australia
Huntfield Heights,0.5,9,4046.0,30.57,Onkaparinga,South Australia
Happy Valley,0.25,12,11220.0,15.49,Onkaparinga,South Australia
Lonsdale,,0,,,Onkaparinga,South Australia
McLaren Vale,0.2,4,3839.0,14.58,Onkaparinga,South Australia
Morphett Vale,0.36,41,23134.0,26.97,Onkaparinga,South Australia
Reynella,0.41,9,4755.0,19.2,Onkaparinga,South Australia
Willunga,,0,2309.0,13.14,Onkaparinga,South Australia
Seaford,0.69,60,16465.0,28.97,Frankston,Victoria
Seaford Meadows,0.6,12,3849.0,40.25,Onkaparinga,South Australia
Seaford Rise,0.2,5,6099.0,24.88,Onkaparinga,South Australia
Moana,0.12,2,2636.0,17.87,Onkaparinga,South Australia
Beverley,0.8,6,1503.0,33.43,Charles Sturt,South Australia
Flinders Park,0.76,18,4883.0,22.09,Charles Sturt,South Australia
Henley Beach,0.55,17,5989.0,27.95,Charles Sturt,South Australia
Hindmarsh,,0,233.0,48.51,Charles Sturt,South Australia
Brompton,0.85,16,3538.0,48.44,Charles Sturt,South Australia
Royal Park,0.67,11,2965.0,26.39,Charles Sturt,South Australia
Hendon,0.64,4,1174.0,28.65,Charles Sturt,South Australia
Seaton,0.57,31,10360.0,32.68,Charles Sturt,South Australia
West Lakes,0.67,24,5792.0,17.41,Charles Sturt,South Australia
Largs Bay,0.6,11,4080.0,20.75,Port Adelaide Enfield,South Australia
Semaphore,0.71,10,2767.0,26.1,Port Adelaide Enfield,South Australia
North Haven,0.33,9,5563.0,15.5,Port Adelaide Enfield,South Australia
Port Adelaide,1.25,13,1224.0,42.05,Port Adelaide Enfield,South Australia
Torrens Island,,0,,,SA,South Australia
Adelaide Airport,,0,,,West Torrens,South Australia
Fulham,0.15,2,2701.0,20.23,West Torrens,South Australia
Lockleys,0.34,9,5629.0,21.01,West Torrens,South Australia
Plympton,0.84,24,4755.0,36.64,West Torrens,South Australia
West Beach,0.67,17,4966.0,23.75,West Torrens,South Australia
Angaston,0.26,3,2100.0,24.61,Barossa,South Australia
Lyndoch,0.1,1,2000.0,16.75,Barossa,South Australia
Mallala,,0,892.0,13.82,Mallala,South Australia
Nuriootpa,0.35,12,6314.0,24.15,Light,South Australia
Tanunda,0.46,11,4582.0,22.89,Barossa,South Australia
Clare,0.16,3,3161.0,28.05,Clare and Gilbert Valleys,South Australia
Goyder,,0,30.0,26.67,Wakefield,South Australia
Wakefield,,0,146.0,18.18,Lake Macquarie,New South Wales
Jamestown,0.1,1,1568.0,18.15,Northern Areas,South Australia
Peterborough,0.2,2,1496.0,15.69,Peterborough,South Australia
Port Pirie,1.33,1,190.0,55.36,Port Pirie City and Dists,South Australia
Kadina,0.06,1,2849.0,24.03,Copper Coast,South Australia
Moonta,0.24,1,637.0,26.58,Copper Coast,South Australia
Wallaroo,0.15,4,3486.0,24.86,Copper Coast,South Australia
Ceduna,0.58,6,1851.0,33.47,Ceduna,South Australia
Kimba,,0,626.0,18.06,Kimba,South Australia
Cleve,0.46,3,939.0,17.9,Cleve,South Australia
Elliston,,0,372.0,15.97,Elliston,South Australia
Port Lincoln,0.75,55,14123.0,29.1,Port Lincoln,South Australia
Whyalla,1.13,22,3639.0,24.4,Whyalla,South Australia
Coober Pedy,0.19,3,1761.0,19.48,SA,South Australia
Quorn,0.52,4,1223.0,19.46,Flinders Ranges,South Australia
Port Augusta,0.78,30,6562.0,32.11,Port Augusta,South Australia
Roxby Downs,4.5,81,3887.0,48.64,Roxby Downs,South Australia
Goolwa,0.18,3,2351.0,20.72,Alexandrina,South Australia
Port Elliot,0.35,6,2096.0,16.13,Alexandrina,South Australia
Strathalbyn,0.14,5,6503.0,22.09,Alexandrina,South Australia
Victor Harbor,0.35,11,4232.0,25.64,Victor Harbor,South Australia
Yankalilla,0.17,1,905.0,21.08,Yankalilla,South Australia
Grant,,0,13.0,,Barcaldine,Queensland
Kingston,1.05,43,10544.0,41.1,Logan,Queensland
Robe,0.23,4,1093.0,10.72,Robe,South Australia
Millicent,0.55,15,5109.0,22.63,Wattle Range,South Australia
Naracoorte,0.16,5,5961.0,25.34,Naracoorte and Lucindale,South Australia
Penola,,0,1596.0,22.65,Wattle Range,South Australia
Wattle Range,,0,76.0,17.86,Wattle Range,South Australia
Mount Gambier,0.84,107,25513.0,30.38,Mount Gambier,South Australia
Barmera,0.37,6,2953.0,26.04,Berri and Barmera,South Australia
Berri,0.22,5,4085.0,35.62,Berri and Barmera,South Australia
Karoonda,,0,514.0,16.67,Karoonda East Murray,South Australia
Lameroo,,0,850.0,17.08,Southern Mallee,South Australia
Loxton,0.33,8,4559.0,24.78,Loxton Waikerie,South Australia
Mannum,0.51,9,2644.0,21.6,Mid Murray,South Australia
Murray Bridge,0.6,46,14558.0,37.19,Murray Bridge,South Australia
Renmark,0.23,6,4640.0,35.15,Renmark Paringa,South Australia
Waikerie,0.2,3,2684.0,26.12,Loxton Waikerie,South Australia
Augusta,0.08,1,1380.0,14.31,Augusta-Margaret River,Western Australia
Margaret River,0.2,9,7652.0,25.1,Augusta-Margaret River,Western Australia
Busselton,0.24,3,1870.0,31.34,Busselton,Western Australia
Australind,0.5,34,14536.0,20.67,Harvey,Western Australia
Leschenault,0.27,3,2937.0,6.73,Harvey,Western Australia
Capel,0.43,5,2505.0,18.4,Capel,Western Australia
College Grove,,0,1575.0,19.34,Bunbury,Western Australia
Carey Park,0.83,22,5165.0,36.75,Bunbury,Western Australia
Collie,0.19,7,7584.0,19.83,Collie,Western Australia
Dardanup,,0,504.0,20.1,Dardanup,Western Australia
Davenport,,0,174.0,34.0,Barkly,Northern Territory
Eaton,0.44,17,8479.0,22.8,Dardanup,Western Australia
Pelican Point,0.78,3,873.0,14.44,Bunbury,Western Australia
Harvey,0.12,2,3320.0,25.09,Harvey,Western Australia
East Bunbury,0.38,8,3910.0,27.46,Bunbury,Western Australia
Waroona,0.21,3,2933.0,19.32,Waroona,Western Australia
Dalyellup,0.44,18,8995.0,25.54,Capel,Western Australia
Gelorup,0.12,1,2294.0,5.61,Capel,Western Australia
Stratham,,0,709.0,6.04,Capel,Western Australia
South Bunbury,0.57,25,8421.0,27.51,Bunbury,Western Australia
Bunbury,0.93,21,3737.0,27.86,Bunbury,Western Australia
Withers,1.18,19,2975.0,37.56,Bunbury,Western Australia
Usher,0.52,5,2163.0,28.56,Bunbury,Western Australia
Bridgetown,0.31,5,2805.0,16.7,Bridgetown-Greenbushes,Western Australia
Boyup Brook,0.36,2,914.0,17.52,Boyup Brook,Western Australia
Donnybrook,0.15,2,2822.0,17.21,Donnybrook-Balingup,Western Australia
Balingup,0.5,2,543.0,12.78,Donnybrook-Balingup,Western Australia
Manjimup,0.05,1,4352.0,25.89,Manjimup,Western Australia
Pemberton,,0,972.0,17.26,Manjimup,Western Australia
Dawesville,0.98,34,5826.0,14.21,Mandurah,Western Australia
Bouvard,0.21,1,826.0,9.59,Mandurah,Western Australia
Falcon,0.36,12,5162.0,17.36,Mandurah,Western Australia
Wannanup,0.5,10,3622.0,16.57,Mandurah,Western Australia
Greenfields,0.7,33,9855.0,27.03,Mandurah,Western Australia
Halls Head,0.72,48,13869.0,16.91,Mandurah,Western Australia
Erskine,0.56,16,4666.0,20.48,Mandurah,Western Australia
Mandurah,1.33,79,7833.0,35.17,Mandurah,Western Australia
Pinjarra,0.31,7,4903.0,23.17,Murray,Western Australia
City Beach,0.39,10,6609.0,14.97,Cambridge,Western Australia
Cottesloe,0.67,25,7372.0,22.98,Cottesloe,Western Australia
Floreat,0.32,10,7903.0,11.45,Cambridge,Western Australia
Mosman Park,0.86,37,8750.0,29.35,Mosman Park,Western Australia
Peppermint Grove,0.62,4,1636.0,21.35,Peppermint Grove,Western Australia
Nedlands,1.07,48,10195.0,23.95,Nedlands,Western Australia
Dalkeith,0.72,12,4242.0,16.65,Nedlands,Western Australia
Crawley,1.69,27,4095.0,51.27,Subiaco,Western Australia
Swanbourne,0.8,15,4056.0,19.4,Nedlands,Western Australia
Mount Claremont,0.5,10,4612.0,17.38,Nedlands,Western Australia
Mount Hawthorn,0.68,23,7549.0,23.04,Vincent,Western Australia
Leederville,1.12,22,3161.0,39.07,Vincent,Western Australia
Mount Lawley,0.66,37,11127.0,29.86,Stirling,Western Australia
North Perth,0.91,42,8748.0,26.32,Vincent,Western Australia
Subiaco,1.07,61,9196.0,35.95,Subiaco,Western Australia
Shenton Park,1.1,24,4523.0,30.61,Nedlands,Western Australia
Wembley,0.72,40,11301.0,31.48,Cambridge,Western Australia
West Leederville,0.94,20,3973.0,33.65,Cambridge,Western Australia
Glendalough,0.62,9,2488.0,46.29,Stirling,Western Australia
East Perth,1.86,140,10602.0,43.35,Perth,Western Australia
Highgate,1.43,20,2204.0,45.12,Vincent,Western Australia
Bassendean,0.35,18,10315.0,24.57,Bassendean,Western Australia
Eden Hill,0.44,7,3455.0,20.15,Bassendean,Western Australia
Embleton,0.39,6,3162.0,28.91,Bayswater,Western Australia
Bedford,0.55,14,5433.0,26.01,Bayswater,Western Australia
Maylands,1.19,99,12582.0,38.28,Bayswater,Western Australia
Morley,0.42,42,21523.0,24.5,Bayswater,Western Australia
Noranda,0.27,9,7975.0,13.75,Bayswater,Western Australia
Chidlow,,0,1827.0,8.4,Mundaring,Western Australia
Glen Forrest,,0,2778.0,8.53,Mundaring,Western Australia
Helena Valley,,0,3688.0,12.69,Mundaring,Western Australia
Koongamia,0.2,1,991.0,29.0,Swan,Western Australia
Malmalling,,0,,,Mundaring,Western Australia
Mundaring,0.22,3,3039.0,14.24,Mundaring,Western Australia
Swan View,0.19,7,7909.0,18.3,Mundaring,Western Australia
Midvale,0.52,6,1495.0,36.9,Swan,Western Australia
Avon Valley National Park,,0,,,Swan,Western Australia
Ballajura,0.25,17,18705.0,16.81,Swan,Western Australia
Beechboro,0.3,11,9066.0,21.37,Swan,Western Australia
Bullsbrook,0.37,9,5182.0,12.38,Swan,Western Australia
Gidgegannup,0.18,2,2745.0,6.75,Swan,Western Australia
Hazelmere,,0,875.0,14.08,Swan,Western Australia
Lockridge,0.13,2,3472.0,26.27,Swan,Western Australia
Kiara,0.27,2,1821.0,17.4,Swan,Western Australia
Lexia,,0,28.0,57.14,Swan,Western Australia
Middle Swan,0.29,4,2849.0,24.29,Swan,Western Australia
