name,vacancy_rate,rental_stock,population,rental_pop,state,region
Braidwood,0.66,6,1647.0,21.54,New South Wales,Queanbeyan-Palerang Regional
Karabar,0.63,22,8241.0,26.85,New South Wales,Queanbeyan-Palerang Regional
Queanbeyan,1.2,41,6236.0,38.85,New South Wales,Queanbeyan-Palerang Regional
Queanbeyan West,0.8,11,3136.0,29.31,New South Wales,Queanbeyan-Palerang Regional
Jerrabomberra,0.57,19,9505.0,19.9,New South Wales,Queanbeyan-Palerang Regional
Googong,1.35,41,2691.0,6.39,New South Wales,Queanbeyan-Palerang Regional
Bombala,0.39,3,1387.0,20.0,New South Wales,Snowy Monaro Regional
Cooma,0.83,29,6681.0,25.95,New South Wales,Snowy Monaro Regional
Jindabyne,3.05,79,2628.0,29.76,New South Wales,Snowy Monaro Regional
Berridale,3.26,25,1194.0,19.66,New South Wales,Snowy Monaro Regional
Batemans Bay,1.23,15,1532.0,35.99,New South Wales,Eurobodalla
Bega,0.52,13,4670.0,28.83,New South Wales,Bega Valley
Tathra,0.9,10,1676.0,24.95,New South Wales,Bega Valley
Broulee,1.43,20,1717.0,16.13,New South Wales,Eurobodalla
Tomakin,0.13,1,1001.0,12.8,New South Wales,Eurobodalla
Deua,,0,,,New South Wales,Eurobodalla
Wadbilliga,,0,,,New South Wales,Bega Valley
Eden,0.45,8,3151.0,26.88,New South Wales,Bega Valley
Merimbula,0.67,18,3542.0,24.52,New South Wales,Bega Valley
Tura Beach,0.29,5,3163.0,11.46,New South Wales,Bega Valley
Moruya,0.4,9,3977.0,20.84,New South Wales,Eurobodalla
Tuross Head,0.9,16,2241.0,13.05,New South Wales,Eurobodalla
Narooma,0.3,6,2607.0,20.12,New South Wales,Eurobodalla
Bermagui,0.29,4,1542.0,17.57,New South Wales,Bega Valley
Goulburn,0.79,94,22418.0,28.62,New South Wales,Goulburn Mulwaree
Yass,0.61,19,6506.0,21.05,New South Wales,Yass Valley
Young,0.66,32,10297.0,26.15,New South Wales,Hilltops
Avoca Beach,0.8,19,4583.0,12.99,New South Wales,Central Coast
Copacabana,0.96,14,2730.0,15.43,New South Wales,Central Coast
Box Head,,0,,,New South Wales,Central Coast
Macmasters Beach,1.04,9,1293.0,9.27,New South Wales,Central Coast
Calga,,0,138.0,30.0,New South Wales,Central Coast
Kulnura,0.36,1,603.0,18.08,New South Wales,Central Coast
Erina,0.25,7,4779.0,21.49,New South Wales,Central Coast
Gosford,1.72,47,3500.0,55.23,New South Wales,Central Coast
Springfield,,0,525.0,4.66,South Australia,Mitcham
Kariong,0.36,8,6385.0,19.06,New South Wales,Central Coast
Kincumber,0.28,9,7091.0,22.91,New South Wales,Central Coast
Picketts Valley,1.25,1,218.0,4.35,New South Wales,Central Coast
Narara,0.32,10,7930.0,18.22,New South Wales,Central Coast
Niagara Park,0.46,5,2742.0,24.24,New South Wales,Central Coast
Lisarow,0.35,7,5141.0,15.72,New South Wales,Central Coast
Point Clare,0.59,10,3736.0,21.75,New South Wales,Central Coast
Koolewong,0.48,2,865.0,18.48,New South Wales,Central Coast
Saratoga,0.44,7,3945.0,13.2,New South Wales,Central Coast
Davistown,0.37,5,2487.0,17.64,New South Wales,Central Coast
Terrigal,1.07,63,11347.0,20.38,New South Wales,Central Coast
North Avoca,0.67,7,2204.0,13.23,New South Wales,Central Coast
Booker Bay,0.91,8,1328.0,26.24,New South Wales,Central Coast
Patonga,,0,201.0,6.56,New South Wales,Central Coast
Wamberal,0.97,26,6550.0,14.91,New South Wales,Central Coast
Forresters Beach,0.49,7,2895.0,19.93,New South Wales,Central Coast
Woy Woy,0.55,31,10640.0,31.28,New South Wales,Central Coast
Blackwall,0.9,9,1886.0,25.75,New South Wales,Central Coast
Wyoming,0.49,21,10135.0,25.5,New South Wales,Central Coast
Bateau Bay,0.28,15,12148.0,22.68,New South Wales,Central Coast
Killarney Vale,0.64,20,7214.0,23.67,New South Wales,Central Coast
Blue Haven,0.76,18,6378.0,26.33,New South Wales,Central Coast
San Remo,0.66,12,4351.0,26.92,New South Wales,Central Coast
Budgewoi,0.48,9,3366.0,23.84,New South Wales,Central Coast
Buff Point,0.57,9,3506.0,19.01,New South Wales,Central Coast
Halekulani,0.69,9,2538.0,17.65,New South Wales,Central Coast
Chittaway Bay,0.5,4,2025.0,18.34,New South Wales,Central Coast
Tumbi Umbi,0.23,5,5109.0,17.02,New South Wales,Central Coast
Gorokan,1.12,46,8369.0,29.01,New South Wales,Central Coast
Kanwal,0.34,6,4100.0,22.64,New South Wales,Central Coast
Charmhaven,1.52,17,2545.0,25.08,New South Wales,Central Coast
Jilliby,0.16,1,1644.0,5.66,New South Wales,Central Coast
Yarramalong,,0,346.0,8.72,New South Wales,Central Coast
Lake Munmorah,0.37,9,5247.0,14.16,New South Wales,Central Coast
Mannering Park,0.27,3,2471.0,21.31,New South Wales,Central Coast
Ourimbah,0.7,11,3955.0,22.75,New South Wales,Central Coast
Fountaindale,,0,701.0,2.79,New South Wales,Central Coast
Summerland Point,0.55,7,2495.0,16.45,New South Wales,Central Coast
Gwandalan,0.98,17,3278.0,15.51,New South Wales,Central Coast
The Entrance,1.54,52,4004.0,35.32,New South Wales,Central Coast
Toukley,0.78,19,4554.0,31.98,New South Wales,Central Coast
Norah Head,0.19,1,1132.0,16.31,New South Wales,Central Coast
Tuggerah,0.2,1,927.0,32.85,New South Wales,Central Coast
Kangy Angy,2.17,3,306.0,8.08,New South Wales,Central Coast
Warnervale,0.71,4,639.0,18.63,New South Wales,Central Coast
Wadalba,1.17,18,2838.0,37.04,New South Wales,Central Coast
Wyong,0.91,20,4330.0,36.05,New South Wales,Central Coast
Bathurst,1.99,82,6928.0,41.48,New South Wales,Bathurst Regional
Oberon,0.58,10,3252.0,21.35,New South Wales,Oberon
Condobolin,0.3,7,3490.0,26.2,New South Wales,Lachlan
Cowra,0.45,23,10060.0,24.67,New South Wales,Cowra
Forbes,1.19,52,8432.0,23.04,New South Wales,Forbes
Grenfell,0.2,3,2565.0,18.04,New South Wales,Weddin
West Wyalong,0.18,3,3146.0,20.71,New South Wales,Bland
Lithgow,0.7,20,5202.0,28.87,New South Wales,Lithgow
Mudgee,2.67,147,10925.0,30.75,New South Wales,Mid-Western Regional
Wollangambe,,0,,,New South Wales,Lithgow
Wollemi,,0,,,New South Wales,Singleton
Blayney,0.74,12,3381.0,26.7,New South Wales,Blayney
Orange,1.06,204,38101.0,29.68,New South Wales,Orange
Grafton,0.65,33,10409.0,30.18,New South Wales,Clarence Valley
Maclean,0.84,11,2624.0,29.57,New South Wales,Clarence Valley
Yamba,0.72,34,6077.0,22.97,New South Wales,Clarence Valley
Iluka,0.21,4,5269.0,8.59,Western Australia,Joondalup
Bellingen,0.54,10,3781.0,25.88,New South Wales,Bellingen
Coffs Harbour,1.13,149,25753.0,34.3,New South Wales,Coffs Harbour
Coramba,0.59,2,814.0,11.71,New South Wales,Coffs Harbour
Nana Glen,0.43,2,1049.0,14.39,New South Wales,Coffs Harbour
Bucca,0.87,4,1031.0,8.17,Queensland,Bundaberg
Dorrigo,0.72,5,1185.0,18.01,New South Wales,Bellingen
Korora,1.34,17,2489.0,21.67,New South Wales,Coffs Harbour
Emerald Beach,0.93,10,2235.0,17.22,New South Wales,Coffs Harbour
Sawtell,0.76,16,3683.0,26.43,New South Wales,Coffs Harbour
Boambee,,0,1667.0,11.35,New South Wales,Coffs Harbour
Urunga,0.41,8,2999.0,25.22,New South Wales,Bellingen
Woolgoolga,0.79,24,5289.0,24.66,New South Wales,Coffs Harbour
Arrawarra,0.09,1,526.0,11.83,New South Wales,Coffs Harbour
Bourke,,0,1915.0,29.93,New South Wales,Bourke
Brewarrina,,0,1143.0,48.35,New South Wales,Brewarrina
Cobar,0.46,10,3990.0,28.52,New South Wales,Cobar
Coonamble,0.13,2,2754.0,23.0,New South Wales,Coonamble
Nyngan,0.15,2,2160.0,27.09,New South Wales,Bogan
Warren,0.39,3,1382.0,23.42,New South Wales,Warren
Walgett,,0,2142.0,37.51,New South Wales,Walgett
Lightning Ridge,0.12,2,2279.0,23.31,New South Wales,Walgett
Broken Hill,0.45,44,17816.0,18.34,New South Wales,NSW
Coonabarabran,0.25,5,3290.0,24.87,New South Wales,Warrumbungle Shire
Dubbo,1.0,197,38942.0,28.61,New South Wales,Western Plains Regional
Gilgandra,0.13,2,3124.0,25.68,New South Wales,Gilgandra
Narromine,0.48,11,4696.0,23.47,New South Wales,Narromine
Wellington,1.13,23,4083.0,29.19,New South Wales,Western Plains Regional
Branxton,0.5,5,1990.0,15.59,New South Wales,Singleton
Greta,0.76,11,2830.0,21.31,New South Wales,Cessnock
Pokolbin,,0,962.0,10.93,New South Wales,Cessnock
Cessnock,1.12,80,15179.0,33.03,New South Wales,Cessnock
Dungog,0.59,6,2027.0,21.14,New South Wales,Dungog
Kurri Kurri,0.5,14,6038.0,30.64,New South Wales,Cessnock
Abermain,0.29,3,2340.0,15.67,New South Wales,Cessnock
Singleton,1.57,39,4995.0,31.03,New South Wales,Singleton
Maitland,1.31,13,1881.0,31.22,New South Wales,Maitland
East Maitland,0.76,44,11780.0,32.24,New South Wales,Maitland
Metford,0.58,11,4764.0,31.75,New South Wales,Maitland
Aberglasslyn,0.91,22,5405.0,32.88,New South Wales,Maitland
Telarah,0.36,4,2330.0,30.06,New South Wales,Maitland
Tenambit,0.26,4,2898.0,29.8,New South Wales,Maitland
Thornton,1.07,46,8062.0,19.87,New South Wales,Maitland
Millers Forest,,0,330.0,16.53,New South Wales,Maitland
Anna Bay,0.47,10,3846.0,17.28,New South Wales,Port Stephens
Lemon Tree Passage,0.29,4,2598.0,21.58,New South Wales,Port Stephens
Tanilba Bay,0.47,7,3156.0,21.59,New South Wales,Port Stephens
Raymond Terrace,0.73,44,12819.0,34.67,New South Wales,Port Stephens
Seaham,0.29,1,1001.0,5.74,New South Wales,Port Stephens
Woodville,0.76,8,2000.0,33.3,South Australia,Charles Sturt
Tea Gardens,0.22,4,2878.0,18.63,New South Wales,Mid-Coast
Hawks Nest,0.32,5,1221.0,12.98,New South Wales,Mid-Coast
Williamtown,0.26,1,886.0,10.67,New South Wales,Port Stephens
Medowie,0.66,30,9567.0,21.3,New South Wales,Port Stephens
Karuah,1.03,9,1414.0,20.43,New South Wales,Port Stephens
Muswellbrook,0.91,55,12076.0,34.88,New South Wales,Muswellbrook
Scone,0.77,21,5622.0,27.51,New South Wales,Upper Hunter Shire
Dapto,0.38,18,10726.0,21.15,New South Wales,Wollongong
Avondale,0.5,4,1649.0,23.38,New South Wales,Wollongong
Horsley,0.6,21,8231.0,13.39,New South Wales,Wollongong
Kembla Grange,2.88,3,252.0,22.73,New South Wales,Wollongong
Unanderra,0.7,18,5433.0,38.76,New South Wales,Wollongong
Mount Kembla,,0,1064.0,4.18,New South Wales,Wollongong
Berkeley,0.63,22,7602.0,32.49,New South Wales,Wollongong
Lake Heights,0.7,12,3844.0,24.06,New South Wales,Wollongong
Cringila,0.77,7,2204.0,21.86,New South Wales,Wollongong
Port Kembla,1.05,28,5011.0,28.27,New South Wales,Wollongong
Warrawong,0.94,21,4750.0,41.35,New South Wales,Wollongong
Windang,0.07,1,2653.0,19.56,New South Wales,Wollongong
Primbee,0.38,3,1642.0,26.47,New South Wales,Wollongong
Albion Park,0.43,24,13317.0,15.74,New South Wales,Shellharbour
Macquarie Pass,,0,,,New South Wales,Shellharbour
Albion Park Rail,0.28,9,6918.0,24.34,New South Wales,Shellharbour
Kiama,0.71,31,6884.0,20.6,New South Wales,Kiama
Kiama Downs,0.41,8,5007.0,12.63,New South Wales,Kiama
Minnamurra,0.26,1,756.0,12.32,New South Wales,Kiama
Gerringong,0.63,12,3967.0,16.81,New South Wales,Kiama
Shellharbour,0.66,12,3564.0,28.04,New South Wales,Shellharbour
Flinders,0.52,13,6672.0,21.08,New South Wales,Shellharbour
Oak Flats,0.47,15,6408.0,19.34,New South Wales,Shellharbour
Warilla,0.67,20,6452.0,36.22,New South Wales,Shellharbour
Balgownie,0.46,11,5528.0,18.59,New South Wales,Wollongong
Fairy Meadow,0.84,30,7408.0,37.38,New South Wales,Wollongong
Corrimal,0.63,21,6516.0,27.66,New South Wales,Wollongong
Tarrawanna,0.1,1,2073.0,26.95,New South Wales,Wollongong
Bellambi,0.51,10,3950.0,49.44,New South Wales,Wollongong
Figtree,0.54,25,11559.0,15.17,New South Wales,Wollongong
Keiraville,1.35,20,3569.0,32.78,New South Wales,Wollongong
Helensburgh,0.56,14,6379.0,12.57,New South Wales,Wollongong
Thirroul,0.64,17,6085.0,17.57,New South Wales,Wollongong
Austinmer,0.43,5,2564.0,18.79,New South Wales,Wollongong
Coalcliff,3.13,3,195.0,9.64,New South Wales,Wollongong
Woonona,0.39,20,12185.0,22.7,New South Wales,Wollongong
Bulli,0.45,12,6104.0,20.27,New South Wales,Wollongong
Russell Vale,0.3,2,1545.0,19.22,New South Wales,Wollongong
Wollongong,2.0,253,18442.0,45.31,New South Wales,Wollongong
Bulahdelah,0.13,1,1427.0,18.73,New South Wales,Mid-Coast
Stroud,0.22,1,931.0,13.19,New South Wales,Mid-Coast
Forster,0.53,47,13744.0,22.28,New South Wales,Mid-Coast
Tuncurry,0.61,24,6184.0,22.95,New South Wales,Mid-Coast
Kempsey,,0,475.0,40.47,New South Wales,Kempsey
Macksville,0.75,10,2592.0,27.29,New South Wales,Nambucca
Scotts Head,0.49,3,895.0,20.69,New South Wales,Nambucca
Nambucca Heads,0.84,34,6328.0,29.78,New South Wales,Nambucca
South West Rocks,0.76,26,4606.0,20.94,New South Wales,Kempsey
Lord Howe Island,,0,380.0,24.07,New South Wales,NSW
Laurieton,0.24,3,1991.0,25.65,New South Wales,Port Macquarie-Hastings
Bonny Hills,0.41,6,2976.0,14.13,New South Wales,Port Macquarie-Hastings
Port Macquarie,0.76,183,44829.0,28.02,New South Wales,Port Macquarie-Hastings
Wauchope,0.57,18,6310.0,29.29,New South Wales,Port Macquarie-Hastings
Gloucester,0.43,7,2979.0,24.9,New South Wales,Mid-Coast
Old Bar,1.24,32,4390.0,24.35,New South Wales,Mid-Coast
Manning Point,0.59,1,244.0,9.64,New South Wales,Mid-Coast
Red Head,0.48,2,510.0,14.55,New South Wales,Mid-Coast
Taree,0.84,66,16200.0,33.06,New South Wales,Mid-Coast
Wingham,0.57,14,5376.0,20.44,New South Wales,Mid-Coast
Albury,1.24,35,4802.0,29.35,New South Wales,Albury
Lavington,0.87,57,12478.0,33.13,New South Wales,Albury
Hay,0.29,4,2403.0,22.48,New South Wales,Hay
Wentworth,0.43,4,1437.0,21.35,New South Wales,Wentworth
Buronga,0.81,6,1214.0,18.18,New South Wales,Wentworth
Corowa,0.29,9,5477.0,20.58,New South Wales,Federation
Deniliquin,0.24,10,7867.0,23.7,New South Wales,Murray River
Moama,0.32,15,6165.0,21.62,New South Wales,Murray River
Tocumwal,0.24,4,2685.0,16.64,New South Wales,Berrigan
Finley,0.42,6,2524.0,21.73,New South Wales,Berrigan
Jerilderie,0.33,2,1027.0,22.01,New South Wales,Murrumbidgee
Armidale,1.46,167,23350.0,32.74,New South Wales,Armidale Regional
Walcha,0.22,3,2552.0,19.44,New South Wales,Walcha
Glen Innes,0.37,12,6151.0,24.76,New South Wales,Glen Innes Severn
Inverell,0.77,43,11660.0,29.76,New South Wales,Inverell
Tenterfield,0.4,10,4059.0,20.84,New South Wales,Tenterfield
Moree,0.71,33,9309.0,31.86,New South Wales,Moree Plains
Narrabri,0.33,12,7603.0,26.77,New South Wales,Narrabri
Gunnedah,1.18,56,9725.0,28.88,New South Wales,Gunnedah
Quirindi,0.35,6,3443.0,26.72,New South Wales,Liverpool Plains
Tamworth,5.07,11,185.0,19.23,New South Wales,Tamworth Regional
Belmont,0.83,67,14051.0,29.03,Victoria,Greater Geelong
Bennetts Green,,0,13.0,,New South Wales,Lake Macquarie
Belmont South,1.11,6,1051.0,36.11,New South Wales,Lake Macquarie
Blacksmiths,0.74,7,1844.0,20.53,New South Wales,Lake Macquarie
Charlestown,0.56,34,12914.0,22.72,New South Wales,Lake Macquarie
Dudley,0.2,2,2419.0,13.9,New South Wales,Lake Macquarie
Glendale,0.47,7,3096.0,25.99,New South Wales,Lake Macquarie
Cardiff,0.69,20,5830.0,23.54,New South Wales,Lake Macquarie
Mount Hutton,0.66,12,3533.0,23.45,New South Wales,Lake Macquarie
Windale,0.18,3,3359.0,66.96,New South Wales,Lake Macquarie
Redhead,0.32,6,3521.0,14.81,New South Wales,Lake Macquarie
Swansea,0.34,10,5056.0,26.76,New South Wales,Lake Macquarie
Caves Beach,0.5,9,4054.0,15.43,New South Wales,Lake Macquarie
Valentine,0.4,9,5511.0,9.87,New South Wales,Lake Macquarie
Eleebana,0.08,2,5764.0,9.14,New South Wales,Lake Macquarie
Warners Bay,0.46,18,7616.0,21.53,New South Wales,Lake Macquarie
Boolaroo,1.57,16,1042.0,25.16,New South Wales,Lake Macquarie
Bolton Point,0.23,2,2117.0,36.9,New South Wales,Lake Macquarie
Teralba,0.51,6,1585.0,22.24,New South Wales,Lake Macquarie
Bonnells Bay,0.35,6,3572.0,20.43,New South Wales,Lake Macquarie
Edgeworth,0.38,13,6206.0,23.59,New South Wales,Lake Macquarie
Cameron Park,0.56,21,7995.0,20.2,New South Wales,Lake Macquarie
Morisset,0.9,20,3211.0,25.69,New South Wales,Lake Macquarie
Cooranbong,0.68,25,5448.0,22.95,New South Wales,Lake Macquarie
Toronto,0.42,12,5597.0,31.6,New South Wales,Lake Macquarie
Awaba,,0,400.0,6.77,New South Wales,Lake Macquarie
Wangi Wangi,0.69,10,2760.0,19.12,New South Wales,Lake Macquarie
Rathmines,,0,1902.0,12.59,New South Wales,Lake Macquarie
West Wallsend,0.26,3,2243.0,21.01,New South Wales,Lake Macquarie
Barnsley,,0,1749.0,15.54,New South Wales,Lake Macquarie
Killingworth,,0,679.0,7.21,New South Wales,Lake Macquarie
Adamstown,0.86,27,6047.0,35.86,New South Wales,Newcastle
Kotara,0.82,16,3926.0,15.02,New South Wales,Newcastle
Beresfield,1.07,18,3181.0,26.58,New South Wales,Newcastle
Hexham,,0,146.0,23.81,Victoria,Moyne
Hamilton,0.28,15,9974.0,21.23,Victoria,Southern Grampians
Broadmeadow,2.04,19,1596.0,36.77,New South Wales,Newcastle
Lambton,0.68,16,4910.0,31.69,New South Wales,Newcastle
New Lambton,0.64,30,10043.0,26.67,New South Wales,Newcastle
Fletcher,0.59,15,5136.0,18.65,New South Wales,Newcastle
Minmi,,0,740.0,12.66,New South Wales,Newcastle
Mayfield,0.31,2,1451.0,43.8,Tasmania,Launceston
Warabrook,0.8,7,1976.0,32.74,New South Wales,Newcastle
Merewether,1.14,61,10964.0,30.22,New South Wales,Newcastle
The Junction,1.09,6,1049.0,30.43,New South Wales,Newcastle
Newcastle,2.45,71,2754.0,37.25,New South Wales,Newcastle
Cooks Hill,1.27,27,3619.0,45.45,New South Wales,Newcastle
Kooragang,,0,,,New South Wales,Newcastle
Shortland,0.76,18,3907.0,32.23,New South Wales,Newcastle
Jesmond,2.06,37,3047.0,56.02,New South Wales,Newcastle
Stockton,0.62,12,4160.0,26.25,New South Wales,Newcastle
Fullerton Cove,,0,568.0,4.45,New South Wales,Port Stephens
Wallsend,0.73,46,12468.0,31.82,New South Wales,Newcastle
Elermore Vale,0.72,19,5522.0,24.77,New South Wales,Newcastle
Waratah,1.03,23,4495.0,40.92,New South Wales,Newcastle
North Lambton,2.18,33,3312.0,34.11,New South Wales,Newcastle
Wickham,0.1,1,2294.0,69.14,Western Australia,Karratha
Carrington,,0,189.0,11.43,Queensland,Tablelands
Tighes Hill,1.23,10,1680.0,31.1,New South Wales,Newcastle
Ballina,0.49,27,8650.0,36.84,New South Wales,Ballina
Bangalow,1.05,12,2016.0,22.68,New South Wales,Byron
Brunswick Heads,0.29,4,1741.0,30.73,New South Wales,Byron
Ocean Shores,0.72,19,5136.0,23.21,New South Wales,Byron
Byron Bay,0.81,31,5516.0,23.26,New South Wales,Byron
Evans Head,0.18,4,2852.0,30.43,New South Wales,Richmond Valley
Lennox Head,0.53,21,6409.0,19.58,New South Wales,Ballina
Skennars Head,0.87,7,1159.0,15.67,New South Wales,Ballina
Mullumbimby,0.31,7,3591.0,24.14,New South Wales,Byron
Casino,0.57,30,10913.0,31.36,New South Wales,Richmond Valley
Goonellabah,0.47,29,12898.0,27.47,New South Wales,Lismore
Kyogle,0.62,7,2200.0,26.46,New South Wales,Kyogle
Lismore,0.43,8,3578.0,36.92,New South Wales,Lismore
Kingscliff,1.13,48,7465.0,25.71,New South Wales,Tweed
Fingal Head,0.25,1,590.0,25.37,New South Wales,Tweed
Murwillumbah,0.28,9,7027.0,27.83,New South Wales,Tweed
Pottsville,0.62,18,6700.0,22.91,New South Wales,Tweed
Tweed Heads,0.55,32,8176.0,28.62,New South Wales,Tweed
Banora Point,0.31,23,16169.0,19.2,New South Wales,Tweed
Terranora,0.15,2,2923.0,9.52,New South Wales,Tweed
North Tumbulgum,,0,256.0,20.87,New South Wales,Tweed
Tweed Heads South,0.38,17,7616.0,28.97,New South Wales,Tweed
Leeton,0.32,13,8620.0,25.67,New South Wales,Leeton
Narrandera,0.44,10,4373.0,22.05,New South Wales,Narrandera
Tumbarumba,0.2,2,1859.0,21.05,New South Wales,Snowy Valleys
Tumut,0.26,8,6229.0,25.71,New South Wales,Snowy Valleys
Cootamundra,0.56,20,6784.0,21.86,New South Wales,Gundagai
Gundagai,0.23,2,1672.0,21.41,New South Wales,Gundagai
Junee,1.12,23,4921.0,23.86,New South Wales,Junee
Temora,0.75,19,4695.0,21.59,New South Wales,Temora
Wagga Wagga,2.16,89,7101.0,41.32,New South Wales,Wagga Wagga
Berry,0.58,9,2666.0,18.53,New South Wales,Shoalhaven
Kangaroo Valley,0.16,1,880.0,11.97,New South Wales,Shoalhaven
Callala Bay,0.45,6,2192.0,16.84,New South Wales,Shoalhaven
Currarong,,0,449.0,4.54,New South Wales,Shoalhaven
Culburra Beach,0.53,12,2877.0,13.88,New South Wales,Shoalhaven
Ettrema,,0,,,New South Wales,Shoalhaven
Sassafras,0.24,1,1065.0,7.2,Victoria,Yarra Ranges
Budawang,,0,17.0,23.53,New South Wales,Shoalhaven
Huskisson,0.88,8,787.0,24.93,New South Wales,Shoalhaven
Vincentia,0.78,22,3293.0,14.02,New South Wales,Shoalhaven
North Nowra,0.47,12,5794.0,24.33,New South Wales,Shoalhaven
Bomaderry,0.56,19,6663.0,29.48,New South Wales,Shoalhaven
Nowra,0.74,37,9193.0,38.71,New South Wales,Shoalhaven
St Georges Basin,0.72,13,2911.0,16.55,New South Wales,Shoalhaven
Erowal Bay,0.45,2,624.0,10.76,New South Wales,Shoalhaven
Sussex Inlet,0.66,19,3578.0,13.55,New South Wales,Shoalhaven
Berrara,,0,300.0,3.52,New South Wales,Shoalhaven
Tomerong,0.35,2,1070.0,10.07,New South Wales,Shoalhaven
Wandandian,,0,328.0,2.83,New South Wales,Shoalhaven
Woollamia,,0,567.0,5.9,New South Wales,Shoalhaven
Ulladulla,0.35,13,6617.0,23.11,New South Wales,Shoalhaven
